webpage,id,slug,title,state,sharing,createdAt,updatedAt,licence,licence_notes,publisher,featured_dataset,author,author_email,maintainer,maintainer_email,update_frequency,odi-certificate,tags,topic-business-and-economy,topic-championing-london,topic-crime-and-community-safety,topic-demographics,topic-education,topic-employment-and-skills,topic-environment,topic-health,topic-housing,topic-art-and-culture,topic-london-2012,topic-planning,topic-sport,topic-transparency,topic-transport,topic-young-people,topic-income-poverty-welfare,parent,london_smallest_geography,london_bounding_box
https://data.london.gov.uk/dataset/bishopsgate-goodsyard-regulation-22-consultation-documents,6f198b8b-c9d0-4be9-b988-1d7566f437b5,bishopsgate-goodsyard-regulation-22-consultation-documents,Bishopsgate Goodsyard Regulation 22 consultation documents,active,public,25-Jan-16,25-Jan-16,UK Open Government Licence (OGL v3),Copyright for these documents remains with the authors,Greater London Authority (GLA),,AECOM,,AECOM / Bishopsgate Goodsyard Regeneration Ltd,planningadmin@london.gov.uk,Ad hoc,,"consultation, 1200c, bishopsgate goodsyard",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Other,
https://data.london.gov.uk/dataset/further-education-and-higher-education-destinations-ks5-students-borough-and-insti,b626479e-d215-4108-8255-999f009680a0,further-education-and-higher-education-destinations-ks5-students-borough-and-insti,"Further Education and Higher Education destinations of KS5 students, Borough and Institution",active,public,29-Jul-14,22-Jan-16,UK Open Government Licence (OGL v2),,Department for Education,,Department for Education,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Ad hoc,https://certificates.theodi.org/datasets/22906/certificate,"schools, higher-education, pupils, university, destinations, key-stage, further-education, apprenticeships",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,f1e2d47c-3d52-4413-b376-ba05a0d00bfa,Education Institution,London
https://data.london.gov.uk/dataset/2011-census-technical,438e52cf-4985-4c27-a249-a96d05f748ef,2011-census-technical,2011 Census Technical,active,public,13-Oct-14,22-Jan-16,UK Open Government Licence (OGL v2),,Census Information Scheme,,Census Information Scheme,census@london.gov.uk,Census Information Scheme,census@london.gov.uk,,https://certificates.theodi.org/datasets/22800/certificate,"census, response",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,be83dfcf-79d3-4a6e-aa28-df33dc6bc3d8,,
https://data.london.gov.uk/dataset/gla-claimant-count-model-output,32cf4187-090e-4c7b-809e-95a1ff0e0e83,gla-claimant-count-model-output,GLA Claimant Count Model Output,active,public,01-Sep-13,20-Jan-16,UK Open Government Licence (OGL v2),,Greater London Authority (GLA),,Greater London Authority,,Social Exclusion Team (GLA),sedata@london.gov.uk,,https://certificates.theodi.org/datasets/23303/certificate,"job-seekers, labour-market, unemployment, employment, youth, borough, ward",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Ward,Greater London
https://data.london.gov.uk/dataset/london-borough-of-southark-cycle-parking,89182f0b-cc4b-483d-ae54-874841de55fd,london-borough-of-southark-cycle-parking,London Borough of Southwark Cycle Parking,active,public,12-Jan-16,12-Jan-16,UK Open Government Licence (OGL v3),,London Borough of Southwark,,Joanna Lesak,joanna.lesak@southwark.gov.uk ,Joanna Lesak,joanna.lesak@southwark.gov.uk ,Ad hoc,,"cycle, locker, bicycle, assets, cycling, stands, parking, hangar",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1ec557d5-b418-4ba6-ae07-dd00d1e0d602,Borough,
https://data.london.gov.uk/dataset/regional-well-being-indicators,887dd2ee-bafb-4d7c-a05c-676cff1953eb,regional-well-being-indicators,Regional Well Being Indicators,active,public,12-Jan-16,12-Jan-16,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Ad hoc,,"subjective, indicators, community, trust, belonging",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Region,
https://data.london.gov.uk/dataset/propensity-for-social-exclusion-of-older-people-in-london--report-,88074160-24fa-49cc-9632-ae22ee3cd4b3,propensity-for-social-exclusion-of-older-people-in-london--report-,Propensity for Social Exclusion of Older People in London (Report),active,public,06-Jan-16,06-Jan-16,UK Open Government Licence (OGL v3),,Census Information Scheme,,Census Information Scheme,census2011@london.gov.uk,Census Information Scheme,census2011@london.gov.uk,Ad hoc,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,be83dfcf-79d3-4a6e-aa28-df33dc6bc3d8,Lower Super Output Area,
https://data.london.gov.uk/dataset/health-and-wellbeing-of-15-year-olds--what-about-youth-survey---borough,673324db-39f5-45ee-bf7a-838464a22198,health-and-wellbeing-of-15-year-olds--what-about-youth-survey---borough,"Health and Wellbeing of 15-year-olds (What About Youth Survey), Borough",active,public,06-Jan-16,06-Jan-16,UK Open Government Licence (OGL v2),,Public Health England,,The Health and Social Care Information Centre (HSCIC),,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Ad hoc,,"Physical activity, Free time, health, Drinking, young people, Smoking, E-cigarettes, Bullying, Diet, Emotional and mental wellbeing, Other drugs, Cannabis",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,cd9f9dd5-da5c-4e7f-8409-dab0ba73628d,Borough,
https://data.london.gov.uk/dataset/gla-poll-results-2015,b04c2d25-b923-4296-ac0d-6b96e3fddc12,gla-poll-results-2015,GLA Poll Results 2015,active,public,01-Jan-15,31-Dec-15,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,Greater London Authority,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Greater London,
https://data.london.gov.uk/dataset/number-businesses-detailed-industry-2-3-and-4-digit-sic,b8d7ce2f-4900-4dbb-b22b-d3dd55c994f2,number-businesses-detailed-industry-2-3-and-4-digit-sic,"Number of Businesses by Detailed Industry, 2, 3 and 4 Digit SIC",active,public,20-Apr-14,22-Dec-15,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/22925/certificate,"business, industry, abi, workplace",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Greater London,Greater London
https://data.london.gov.uk/dataset/level-results-gender-and-place-residence-borough,d6c72d8a-9a66-40e2-9cc5-36b525ea8f41,level-results-gender-and-place-residence-borough,"A-Level Results by Gender and Place of Residence, Borough",active,public,18-Aug-10,22-Dec-15,UK Open Government Licence (OGL v2),,Department for Education,,Department for Education,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23288/certificate,"results, gce, a-level, education, pupils, residence",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,f1e2d47c-3d52-4413-b376-ba05a0d00bfa,Local Authority,Greater London
https://data.london.gov.uk/dataset/flights-and-passengers-london-airports,5d44b873-6125-4233-ba85-050a9c5eaf08,flights-and-passengers-london-airports,Flights and Passengers from London Airports,active,public,08-May-12,18-Dec-15,UK Open Government Licence (OGL v2),,Civil Aviation Authority,,Civil Aviation Authority (CAA),,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23007/certificate,"passengers, flights, planes, visitors, airports",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7c77109b-76c8-428d-8fd0-5abe33625231,Airports,
https://data.london.gov.uk/dataset/planning-and-development-control-statistics-borough,eef370df-c1a1-4353-be51-e89062404470,planning-and-development-control-statistics-borough,"Planning and Development Control Statistics, Borough",active,public,12-Aug-10,15-Dec-15,UK Open Government Licence (OGL v2),,"Ministry of Housing, Communities & Local Government (MHCLG)",,Department for Communities and Local Government,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23035/certificate,"development, decisions, enforcement, speed, planning, housing, type, major, minor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8070677a-2a67-4103-9cf6-d7764d1a9593,Local Authority,Greater London
https://data.london.gov.uk/dataset/2014-round-visualisations,4f2d350b-a768-4a48-aac6-41eb69d37945,2014-round-visualisations,2014 round visualisations,active,public,23-Sep-15,11-Dec-15,Not Specified,,Greater London Authority (GLA),,Demography,demography@london.gov.uk,Demography,demography@london.gov.uk,Annually,,"london, projections, population projections, borough, ward, population, ethnic group, visualisation, tableau, ethnic group population projections",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/gross-value-added-and-gross-disposable-household-income,8627edb1-fec8-4798-84f3-be104055a606,gross-value-added-and-gross-disposable-household-income,Gross Value Added and Gross Disposable Household Income,active,public,01-Dec-13,10-Dec-15,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23161/certificate,"nuts, london, gva, ouput, gdp, nuts-3, region",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Sub-Region,UK
https://data.london.gov.uk/dataset/infant-and-perinatal-mortality,fcc465d4-11e5-4840-8f43-cc4a5fb85fda,infant-and-perinatal-mortality,Infant and Perinatal Mortality,active,public,02-Feb-10,02-Dec-15,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23084/certificate,"children, deaths, mortality, infant, perinatal",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Local Authority,Greater London
https://data.london.gov.uk/dataset/probability-of-loneliness-for-those-aged-65-and-over,daf956f1-8100-4de4-a631-766b5e024d4f,probability-of-loneliness-for-those-aged-65-and-over,Probability of loneliness for those aged 65 and over,active,public,16-Nov-15,01-Dec-15,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Ad hoc,,older people,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Lower Super Output Area,
https://data.london.gov.uk/dataset/births-low-birthweight,54b87fc4-611c-4303-9791-491d35aea3db,births-low-birthweight,Births with Low Birthweight,active,public,24-Sep-14,01-Dec-15,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/22837/certificate,"births, health",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Local Authority,Greater London
https://data.london.gov.uk/dataset/london-annual-education-report-2015,2f0ba87c-e450-4830-bf71-4f4047109efe,london-annual-education-report-2015,London Annual Education Report 2015,active,public,13-Nov-15,01-Dec-15,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,Education & Youth Team,education@london.gov.uk,Education & Youth Team,education@london.gov.uk,Annually,https://certificates.theodi.org/datasets/22740/certificate,education,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Borough,
https://data.london.gov.uk/dataset/super-output-area-population-lsoa-msoa-london,174cd7f1-ba19-4113-8a84-0a957ff7248c,super-output-area-population-lsoa-msoa-london,"Super Output Area Population (LSOA, MSOA), London",active,public,01-May-14,26-Nov-15,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/22770/certificate,"newham, kingston-upon-thames, hackney, lsoa01, redbridge, sutton, haringey, hammersmith-and-fulham, havering, msoa11, waltham-forest, custom, merton, bromley, croydon, harrow, bexley, lsoa11, islington, kensington-and-chelsea, camden, statistics, southwark, population, enfield, greenwich, demographics, gender, lambeth, city-of-london, lewisham, richmond-upon-thames, tower-hamlets, westminster, hounslow, hillingdon, brent, wandsworth, ealing, barnet, barking-and-dagenham, sya",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Lower Super Output Area,Greater London
https://data.london.gov.uk/dataset/ofcom-fixed-broadband-speeds,5ffa1a1a-fadb-489b-b392-cd85a26954a1,ofcom-fixed-broadband-speeds,OFCOM Fixed Broadband Speeds,active,public,25-Nov-15,25-Nov-15,UK Open Government Licence (OGL v2),,Greater London Authority (GLA),,Ofcom,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,,broadband,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Unit Postcode,
https://data.london.gov.uk/dataset/blossom-street-amended-application-documents,ed4df23a-b0e0-4b3e-b981-d8c3e3d5bd7a,blossom-street-amended-application-documents,Blossom Street Amended Application Documents,active,public,23-Nov-15,23-Nov-15,Other (Attribution),"Copyright, Designs and Patents Act 1988 (section 47).
Plans, drawings and other material submitted to the local authority as part of the planning process are protected by the Copyright, Designs and Patents Act 1988 (section 47). You may only use this material for consideration of this scheme, for example for consultation purposes, to compare current applications with previous schemes and to check whether developments have been completed in accordance with approved plans. Copies for other uses must not be made without the prior permission of the copyright owner.",Greater London Authority (GLA),,British Land,,Planning,planningadmin@london.gov.uk,Ad hoc,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Other,
https://data.london.gov.uk/dataset/community-strength-indicators--london,a6f16495-7726-432c-98e7-ae7959cee34c,community-strength-indicators--london,"Community Strength Indicators, London",active,public,20-Nov-15,20-Nov-15,UK Open Government Licence (OGL v2),,Cabinet Office,,,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,,"charitable giving, belonging, community, trust, ethnic relations, civic engagement, volunteering, neighbourhood, social action",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ac57fc08-6600-49d2-b3c1-9af4687e1fdb,Region,
https://data.london.gov.uk/dataset/ons-2012-based-subnational-population-projections,045ab2a4-2435-4af0-92cc-8edd58c1d6fd,ons-2012-based-subnational-population-projections,ONS 2012-based subnational population projections,active,public,30-May-14,19-Nov-15,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Demography Team (GLA),demography@london.gov.uk,Ad hoc,https://certificates.theodi.org/datasets/23169/certificate,subnational-population-projections-population-projections,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Local Authority,Greater London
https://data.london.gov.uk/dataset/births-by-parents--country-of-birth--2014,5f3d4794-7873-49a8-87b7-be546a175c73,births-by-parents--country-of-birth--2014,"Births by parents' country of birth, 2014",active,public,17-Nov-15,17-Nov-15,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,Demography,demography@london.gov.uk,Demography,demography@london.gov.uk,Annually,,"births, london, mothers, parents, fathers, 2014, borough",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Borough,
https://data.london.gov.uk/dataset/indices-deprivation-2010,bb4534d4-230c-4eab-a935-17f8cccfaad4,indices-deprivation-2010,Indices of Deprivation 2010,active,public,09-Jun-11,17-Nov-15,UK Open Government Licence (OGL v2),,"Ministry of Housing, Communities & Local Government (MHCLG)",,Department for Communities and Local Government,,Social Exclusion Team (GLA),sedata@london.gov.uk,Ad hoc,https://certificates.theodi.org/datasets/23320/certificate,"barriers, deprivation, indices, imd10",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8070677a-2a67-4103-9cf6-d7764d1a9593,Output Area,Greater London
https://data.london.gov.uk/dataset/financial-capability-and-child-poverty,ac0fbef8-7f9b-4971-940c-6ab038b8d182,financial-capability-and-child-poverty,Financial Capability and Child Poverty,active,public,20-Oct-14,16-Nov-15,UK Open Government Licence (OGL v2),Copyright Experian 2013 and GLA 2013,Experian Marketing Services,,Experian via Money Advice Service,,Social Exclusion Team (GLA),,Ad hoc,https://certificates.theodi.org/datasets/23061/certificate,"deprivation, child-poverty, low-income, financial-inclusion, debt, families, financial-capability",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,17464922-57d3-4f36-a48e-31f472b2d55b,Unit Postcode,Greater London
https://data.london.gov.uk/dataset/london-annual-education-report-2014,de76a739-d65f-4b95-bc05-80e88fd245f0,london-annual-education-report-2014,London Annual Education Report 2014,active,public,20-Nov-14,13-Nov-15,UK Open Government Licence (OGL v2),,Greater London Authority (GLA),,Education & Youth Team,education@london.gov.uk,Education & Youth Team,education@london.gov.uk,,https://certificates.theodi.org/datasets/22740/certificate,"education, report, annual",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Borough,
https://data.london.gov.uk/dataset/property-build-period-lsoa,5ec6f5f3-51e4-4085-bf45-c8b0c89c88e4,property-build-period-lsoa,"Dwellings by Property Build Period and Type, LSOA and MSOA",active,public,15-Sep-14,13-Nov-15,Not Specified,,Valuation Office Agency,,,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,,"age, dwellings, housing, building, homes, year, voa, build",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9b55b9da-e164-4b9d-83dd-ebe65ba6f59a,Lower Super Output Area,England and Wales
https://data.london.gov.uk/dataset/public-health-outcomes-framework-indicators,ccbe6f4e-f7ba-44c9-8ba7-c12e78f21a80,public-health-outcomes-framework-indicators,Public Health Outcomes Framework Indicators,active,public,05-Sep-14,10-Nov-15,UK Open Government Licence (OGL v2),,Public Health England,,Public Health England,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Biannually,https://certificates.theodi.org/datasets/22867/certificate,"healthy, lewisham, hillingdon, enfield, hounslow, bexley, waltham-forest, city-of-london, redbridge, camden, islington, croydon, newham, health, ealing, haringey, greenwich, richmond-upon-thames, barnet, kensington-and-chelsea, brent, wandsworth, tower-hamlets, hackney, merton, southwark, bromley, hammersmith-and-fulham, lambeth, barking-and-dagenham, harrow, sutton, population, westminster, kingston-upon-thames, phof, havering, blind, obesity",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cd9f9dd5-da5c-4e7f-8409-dab0ba73628d,Local Authority,Greater London
https://data.london.gov.uk/dataset/london-housing,1e12c403-8ce0-4d02-843e-e499a58fbf0e,london-housing,The Economics of London's Housing Market,active,public,09-Nov-15,09-Nov-15,UK Open Government Licence (OGL v2),,Greater London Authority (GLA),,GLA Economics,GLAEconomics@london.gov.uk,GLA Economics,GLAEconomics@london.gov.uk,,,"GLA Economics, housing, house prices, economy",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Borough,
https://data.london.gov.uk/dataset/life-expectancy-birth-and-age-65-borough,61b9bc4d-9026-432a-aa44-cd08e6261e9c,life-expectancy-birth-and-age-65-borough,"Life Expectancy at Birth and at Age 65, Borough",active,public,14-Oct-13,04-Nov-15,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/22744/certificate,"life, harrow, greenwich, expectancy, islington, lambeth, sutton, camden, bromley, southwark, haringey, hillingdon, brent, merton, age-65, newham, kingston-upon-thames, hounslow, hackney, barking-and-dagenham, croydon, barnet, health, kensington-and-chelsea, westminster, lewisham, city-of-london, tower-hamlets, waltham-forest, ealing, wandsworth, redbridge, havering, enfield, bexley, births, richmond-upon-thames, hammersmith-and-fulham",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Local Authority,Greater London
https://data.london.gov.uk/dataset/adult-reoffending-rates,57af73a1-79e1-45e2-a3f5-13b023a8ab31,adult-reoffending-rates,Adult reoffending rates,active,public,20-Aug-13,03-Nov-15,UK Open Government Licence (OGL v2),,Ministry of Justice,,Ministry of Justice,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Quarterly,https://certificates.theodi.org/datasets/23205/certificate,"police, justice, reoffenders, crime, probation",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20ed4651-0139-41d7-b526-0de25bc064c9,Local Authority,Greater London
https://data.london.gov.uk/dataset/hospital-admissions-due-injury-children-borough,56ea190b-fa49-4222-8585-e87ba94d40cb,hospital-admissions-due-injury-children-borough,"Hospital Admissions due to Injury of Children, Borough",active,public,27-Oct-10,03-Nov-15,UK Open Government Licence (OGL v2),,Department of Health,,The Information Centre for Health and Social Care,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/22889/certificate,"accidents, children, injuries, young-people, hospital",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,248b2a9f-74b6-4667-a173-4e92c1203a68,Greater London,Greater London
https://data.london.gov.uk/dataset/2011-census-housing,020749e7-b9f2-480c-9873-8641b1d17283,2011-census-housing,2011 Census Housing,active,public,13-Oct-14,03-Nov-15,UK Open Government Licence (OGL v2),,Census Information Scheme,,Census Information Scheme,census@london.gov.uk,Census Information Scheme,census@london.gov.uk,,https://certificates.theodi.org/datasets/22810/certificate,"census, overcrowding, tenure",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,be83dfcf-79d3-4a6e-aa28-df33dc6bc3d8,,
https://data.london.gov.uk/dataset/2011-census-diversity,f50c4c5c-a224-4b1d-bb06-b482df9eec67,2011-census-diversity,2011 Census Diversity,active,public,13-Oct-14,03-Nov-15,UK Open Government Licence (OGL v2),,Census Information Scheme,,Census Information Scheme,census@london.gov.uk,Census Information Scheme,census@london.gov.uk,,https://certificates.theodi.org/datasets/22806/certificate,"language, ethnicity, religion, national identity, passports, census, country of birth",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,be83dfcf-79d3-4a6e-aa28-df33dc6bc3d8,Output Area,
https://data.london.gov.uk/dataset/a-fairer-london-the-living-wage-in-london,59cde05c-b6f9-4e83-933e-0e6c36140777,a-fairer-london-the-living-wage-in-london,A Fairer London: The Living Wage in London,active,public,01-Oct-14,02-Nov-15,Creative Commons Attribution,,Greater London Authority (GLA),,,,GLA Economics,,Annually,,"economics, glae, living-wage",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/immunisations-against-influenza,a43dbf5a-4415-45f3-a846-77e05593cc65,immunisations-against-influenza,Immunisations Against Influenza,active,public,01-Oct-13,27-Oct-15,UK Open Government Licence (OGL v2),,Department of Health,,Department of Health,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23298/certificate,"illness, flu, swine, immunised, influenza",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,248b2a9f-74b6-4667-a173-4e92c1203a68,Primary Care Organisations,Greater London
