#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2005-01-01 00:00:00+00:00 2017-06-26 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
SUX,2005-09-09 17:52,-96.3795,42.3917,93.02,66.02,41.20,190.00,14.00,M,29.90,1011.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,96.02,METAR KSUX 091752Z 19014KT 10SM CLR 34/19 A2990 RMK AO2 SLP117 T03390189 10344 20194 58010
SUX,2005-09-09 18:52,-96.3795,42.3917,96.08,64.04,34.99,190.00,20.00,M,29.89,1011.30,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,96.08,METAR KSUX 091852Z 19020KT 10SM CLR 36/18 A2989 RMK AO2 SLP113 T03560178
SUX,2005-09-09 19:52,-96.3795,42.3917,96.08,62.96,33.69,180.00,22.00,M,29.88,1010.90,10.00,26.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,29.00,180.00,2005-09-09 19:21,96.08,METAR KSUX 091952Z 18022G26KT 10SM CLR 36/17 A2988 RMK AO2 PK WND 18029/1921 SLP109 T03560172
SUX,2005-09-09 20:52,-96.3795,42.3917,96.08,60.98,31.41,190.00,22.00,M,29.88,1010.70,10.00,29.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,32.00,200.00,2005-09-09 20:42,96.08,METAR KSUX 092052Z 19022G29KT 10SM CLR 36/16 A2988 RMK AO2 PK WND 20032/2042 SLP107 T03560161 57009
SUX,2005-09-09 21:52,-96.3795,42.3917,96.08,60.08,30.42,190.00,19.00,M,29.87,1010.50,10.00,27.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,30.00,200.00,2005-09-09 20:57,96.08,METAR KSUX 092152Z 19019G27KT 10SM CLR 36/16 A2987 RMK AO2 PK WND 20030/2057 SLP105 T03560156
SUX,2005-09-09 22:52,-96.3795,42.3917,93.02,60.98,34.52,180.00,19.00,M,29.86,1010.10,10.00,24.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,30.00,200.00,2005-09-09 22:09,93.02,METAR KSUX 092252Z 18019G24KT 10SM CLR 34/16 A2986 RMK AO2 PK WND 20030/2209 SLP101 T03390161
SUX,2005-09-09 23:52,-96.3795,42.3917,91.04,60.98,36.72,180.00,16.00,M,29.87,1010.50,10.00,21.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,28.00,180.00,2005-09-09 23:19,91.04,METAR KSUX 092352Z 18016G21KT 10SM CLR 33/16 A2987 RMK AO2 PK WND 18028/2319 SLP105 T03280161 10361 20328 55002
SUX,2005-09-10 00:52,-96.3795,42.3917,87.08,60.08,40.30,180.00,13.00,M,29.87,1010.60,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,86.80,METAR KSUX 100052Z 18013KT 10SM CLR 31/16 A2987 RMK AO2 SLP106 T03060156
SUX,2005-09-10 01:52,-96.3795,42.3917,84.92,60.08,43.18,180.00,15.00,M,29.89,1011.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,84.84,METAR KSUX 100152Z 18015KT 10SM CLR 29/16 A2989 RMK AO2 SLP110 T02940156 $
SUX,2005-09-10 02:52,-96.3795,42.3917,80.96,60.98,50.68,160.00,7.00,M,29.90,1011.40,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,81.78,METAR KSUX 100252Z 16007KT 10SM CLR 27/16 A2990 RMK AO2 SLP114 T02720161 53008
SUX,2005-09-10 03:52,-96.3795,42.3917,78.98,60.98,54.08,150.00,10.00,M,29.90,1011.40,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,78.98,METAR KSUX 100352Z 15010KT 10SM CLR 26/16 A2990 RMK AO2 SLP114 T02610161
SUX,2005-09-10 04:52,-96.3795,42.3917,77.00,62.06,59.98,160.00,11.00,M,29.90,1011.50,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,77.00,METAR KSUX 100452Z 16011KT 10SM CLR 25/17 A2990 RMK AO2 SLP115 T02500167
SUX,2005-09-10 05:52,-96.3795,42.3917,75.92,62.96,64.17,170.00,12.00,M,29.90,1011.20,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,75.92,METAR KSUX 100552Z 17012KT 9SM CLR 24/17 A2990 RMK AO2 SLP112 T02440172 10328 20239 403610194 50000
SUX,2005-09-10 06:52,-96.3795,42.3917,75.02,62.96,66.13,160.00,9.00,M,29.90,1011.50,8.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,75.02,METAR KSUX 100652Z 16009KT 8SM CLR 24/17 A2990 RMK AO2 SLP115 T02390172
SUX,2005-09-10 07:52,-96.3795,42.3917,75.02,62.96,66.13,160.00,10.00,M,29.90,1011.40,8.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,75.02,METAR KSUX 100752Z 16010KT 8SM CLR 24/17 A2990 RMK AO2 SLP114 T02390172
SUX,2005-09-10 08:52,-96.3795,42.3917,73.04,62.96,70.68,150.00,9.00,M,29.90,1011.40,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,73.04,METAR KSUX 100852Z 15009KT 7SM CLR 23/17 A2990 RMK AO2 SLP114 T02280172 50001
SUX,2005-09-10 09:52,-96.3795,42.3917,71.96,62.96,73.30,160.00,10.00,M,29.90,1011.40,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.96,METAR KSUX 100952Z 16010KT 7SM CLR 22/17 A2990 RMK AO2 SLP114 T02220172
SUX,2005-09-10 10:52,-96.3795,42.3917,71.96,62.96,73.30,160.00,12.00,M,29.90,1011.40,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.96,METAR KSUX 101052Z 16012KT 7SM CLR 22/17 A2990 RMK AO2 SLP114 T02220172
SUX,2005-09-10 11:52,-96.3795,42.3917,71.96,62.96,73.30,160.00,13.00,M,29.90,1011.50,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.96,METAR KSUX 101152Z 16013KT 7SM CLR 22/17 A2990 RMK AO2 SLP115 T02220172 10244 20217 55000
SUX,2005-09-10 12:52,-96.3795,42.3917,71.96,62.96,73.30,160.00,15.00,M,29.91,1011.80,5.00,M,CLR,   ,   ,M,M,M,M,M,HZ,M,M,M,M,M,M,71.96,METAR KSUX 101252Z 16015KT 5SM HZ CLR 22/17 A2991 RMK AO2 SLP118 T02220172
SUX,2005-09-10 13:52,-96.3795,42.3917,75.92,62.96,64.17,170.00,18.00,M,29.91,1011.70,6.00,22.00,CLR,   ,   ,M,M,M,M,M,HZ,M,M,M,M,M,M,75.92,METAR KSUX 101352Z 17018G22KT 6SM HZ CLR 24/17 A2991 RMK AO2 SLP117 T02440172
SUX,2005-09-10 14:52,-96.3795,42.3917,82.04,60.98,48.93,180.00,20.00,M,29.91,1011.80,8.00,27.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,27.00,170.00,2005-09-10 14:52,82.65,METAR KSUX 101452Z 18020G27KT 8SM CLR 28/16 A2991 RMK AO2 PK WND 17027/1452 SLP118 T02780161 51003
SUX,2005-09-10 15:52,-96.3795,42.3917,86.00,59.00,40.14,200.00,20.00,M,29.90,1011.40,9.00,30.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,30.00,200.00,2005-09-10 15:49,85.47,METAR KSUX 101552Z 20020G30KT 9SM CLR 30/15 A2990 RMK AO2 PK WND 20030/1549 SLP114 T03000150
SUX,2005-09-10 16:52,-96.3795,42.3917,89.96,60.98,37.99,180.00,18.00,M,29.89,1011.00,9.00,23.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,28.00,180.00,2005-09-10 16:26,89.96,METAR KSUX 101652Z 18018G23KT 9SM CLR 32/16 A2989 RMK AO2 PK WND 18028/1626 SLP110 T03220161
SUX,2005-09-10 17:52,-96.3795,42.3917,93.02,60.98,34.52,190.00,21.00,M,29.87,1010.20,10.00,30.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,33.00,180.00,2005-09-10 17:41,93.02,METAR KSUX 101752Z 19021G30KT 10SM CLR 34/16 A2987 RMK AO2 PK WND 18033/1741 SLP102 T03390161 10339 20222 58015
SUX,2005-09-10 18:52,-96.3795,42.3917,93.92,62.06,34.88,200.00,27.00,M,29.87,1010.30,10.00,34.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,34.00,200.00,2005-09-10 18:51,93.92,METAR KSUX 101852Z 20027G34KT 10SM CLR 34/17 A2987 RMK AO2 PK WND 20034/1851 SLP103 T03440167
SUX,2005-09-10 19:52,-96.3795,42.3917,95.00,60.98,32.47,200.00,27.00,M,29.86,1010.00,9.00,34.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,37.00,200.00,2005-09-10 19:38,95.00,METAR KSUX 101952Z 20027G34KT 9SM CLR 35/16 A2986 RMK AO2 PK WND 20037/1938 SLP100 T03500161
SUX,2005-09-10 20:52,-96.3795,42.3917,95.00,62.06,33.74,190.00,26.00,M,29.85,1009.60,9.00,36.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,37.00,190.00,2005-09-10 20:29,95.00,METAR KSUX 102052Z 19026G36KT 9SM CLR 35/17 A2985 RMK AO2 PK WND 19037/2029 SLP096 T03500167 58006
SUX,2005-09-10 21:52,-96.3795,42.3917,95.00,62.96,34.82,180.00,22.00,M,29.85,1009.60,10.00,29.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,32.00,200.00,2005-09-10 21:40,95.00,METAR KSUX 102152Z 18022G29KT 10SM CLR 35/17 A2985 RMK AO2 PK WND 20032/2140 SLP096 T03500172
SUX,2005-09-10 22:52,-96.3795,42.3917,93.02,62.96,37.02,180.00,20.00,M,29.83,1009.20,10.00,27.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,33.00,200.00,2005-09-10 21:59,93.02,METAR KSUX 102252Z 18020G27KT 10SM CLR 34/17 A2983 RMK AO2 PK WND 20033/2159 SLP092 T03390172
SUX,2005-09-10 23:52,-96.3795,42.3917,89.96,64.04,42.31,190.00,13.00,M,29.86,1010.10,10.00,21.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,27.00,200.00,2005-09-10 23:27,91.42,METAR KSUX 102352Z 19013G21KT 10SM CLR 32/18 A2986 RMK AO2 PK WND 20027/2327 SLP101 T03220178 10356 20322 53004
SUX,2005-09-11 00:52,-96.3795,42.3917,87.98,62.96,43.37,170.00,16.00,M,29.86,1010.30,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,88.83,METAR KSUX 110052Z 17016KT 10SM CLR 31/17 A2986 RMK AO2 SLP103 T03110172
SUX,2005-09-11 01:52,-96.3795,42.3917,84.92,62.96,47.82,170.00,12.00,M,29.89,1011.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,85.83,METAR KSUX 110152Z 17012KT 10SM CLR 29/17 A2989 RMK AO2 SLP112 T02940172
SUX,2005-09-11 02:52,-96.3795,42.3917,82.94,62.96,50.97,160.00,12.00,M,29.91,1011.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,84.00,METAR KSUX 110252Z AUTO 16012KT 10SM CLR 28/17 A2991 RMK AO2 SLP117 T02830172 53016 TSNO
SUX,2005-09-11 03:52,-96.3795,42.3917,80.96,62.06,52.66,170.00,10.00,M,29.92,1012.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,82.02,METAR KSUX 110352Z AUTO 17010KT 10SM CLR 27/17 A2992 RMK AO2 SLP122 T02720167 TSNO
SUX,2005-09-11 04:52,-96.3795,42.3917,80.06,62.06,54.23,170.00,12.00,M,29.93,1012.50,10.00,18.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,81.27,METAR KSUX 110452Z 17012G18KT 10SM CLR 27/17 A2993 RMK AO2 SLP125 T02670167
SUX,2005-09-11 05:52,-96.3795,42.3917,78.98,62.06,56.18,160.00,10.00,M,29.94,1012.80,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,78.98,METAR KSUX 110552Z 16010KT 9SM CLR 26/17 A2994 RMK AO2 SLP128 T02610167 10322 20261 403560217 51012
SUX,2005-09-11 06:52,-96.3795,42.3917,78.08,62.06,57.87,160.00,11.00,M,29.95,1012.90,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,78.08,METAR KSUX 110652Z 16011KT 9SM CLR 26/17 A2995 RMK AO2 SLP129 T02560167
SUX,2005-09-11 07:52,-96.3795,42.3917,77.00,60.98,57.73,170.00,11.00,M,29.95,1013.10,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,77.00,METAR KSUX 110752Z 17011KT 9SM CLR 25/16 A2995 RMK AO2 SLP131 T02500161
SUX,2005-09-11 08:52,-96.3795,42.3917,75.02,62.06,64.07,170.00,10.00,M,29.95,1013.10,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,75.02,METAR KSUX 110852Z 17010KT 9SM CLR 24/17 A2995 RMK AO2 SLP131 T02390167 51003
SUX,2005-09-11 09:52,-96.3795,42.3917,75.02,62.06,64.07,170.00,10.00,M,29.95,1013.20,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,75.02,METAR KSUX 110952Z 17010KT 9SM CLR 24/17 A2995 RMK AO2 SLP132 T02390167
SUX,2005-09-11 10:52,-96.3795,42.3917,71.96,62.06,71.01,150.00,7.00,M,29.97,1013.70,8.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.96,METAR KSUX 111052Z 15007KT 8SM CLR 22/17 A2997 RMK AO2 SLP137 T02220167
SUX,2005-09-11 11:52,-96.3795,42.3917,71.06,62.06,73.22,140.00,9.00,M,29.97,1014.00,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,71.06,METAR KSUX 111152Z 14009KT 7SM CLR 22/17 A2997 RMK AO2 SLP140 T02170167 10261 20217 53007
SUX,2005-09-11 12:52,-96.3795,42.3917,71.96,62.96,73.30,150.00,9.00,M,29.98,1014.40,6.00,M,CLR,   ,   ,M,M,M,M,M,HZ,M,M,M,M,M,M,71.96,METAR KSUX 111252Z 15009KT 6SM HZ CLR 22/17 A2998 RMK AO2 SLP144 T02220172
SUX,2005-09-11 13:52,-96.3795,42.3917,75.92,64.04,66.65,160.00,10.00,M,29.99,1014.50,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,75.92,METAR KSUX 111352Z 16010KT 7SM CLR 24/18 A2999 RMK AO2 SLP145 T02440178
SUX,2005-09-11 14:52,-96.3795,42.3917,82.04,64.94,56.24,180.00,12.00,M,30.00,1014.70,8.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,83.82,METAR KSUX 111452Z 18012KT 8SM CLR 28/18 A3000 RMK AO2 SLP147 T02780183 51008
SUX,2005-09-11 15:52,-96.3795,42.3917,87.08,64.94,47.83,180.00,14.00,M,29.99,1014.40,8.00,18.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,88.86,METAR KSUX 111552Z 18014G18KT 8SM CLR 31/18 A2999 RMK AO2 SLP144 T03060183
SUX,2005-09-11 16:52,-96.3795,42.3917,89.96,66.02,45.34,180.00,15.00,M,29.98,1014.10,9.00,21.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,92.56,METAR KSUX 111652Z 18015G21KT 9SM CLR 32/19 A2998 RMK AO2 SLP141 T03220189
SUX,2005-09-11 17:52,-96.3795,42.3917,89.06,64.94,44.92,170.00,13.00,M,29.97,1013.90,8.00,21.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,90.95,METAR KSUX 111752Z 17013G21KT 8SM CLR 32/18 A2997 RMK AO2 SLP139 T03170183 10333 20211 56008
SUX,2005-09-11 18:52,-96.3795,42.3917,93.02,66.02,41.20,190.00,17.00,M,29.96,1013.40,9.00,21.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,26.00,180.00,2005-09-11 18:39,96.02,METAR KSUX 111852Z 19017G21KT 9SM CLR 34/19 A2996 RMK AO2 PK WND 18026/1839 SLP134 T03390189
SUX,2005-09-11 19:52,-96.3795,42.3917,93.02,66.92,42.51,180.00,17.00,M,29.95,1013.10,10.00,25.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,27.00,170.00,2005-09-11 19:41,96.64,METAR KSUX 111952Z 18017G25KT 10SM CLR 34/19 A2995 RMK AO2 PK WND 17027/1941 SLP131 T03390194
SUX,2005-09-11 20:52,-96.3795,42.3917,93.92,66.02,40.07,200.00,18.00,M,29.93,1012.40,10.00,23.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,27.00,190.00,2005-09-11 20:29,97.06,METAR KSUX 112052Z 20018G23KT 10SM CLR 34/19 A2993 RMK AO2 PK WND 19027/2029 SLP124 T03440189 58013
SUX,2005-09-11 21:52,-96.3795,42.3917,91.04,64.94,42.21,180.00,19.00,M,29.92,1012.10,9.00,25.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,28.00,200.00,2005-09-11 21:14,93.10,METAR KSUX 112152Z 18019G25KT 9SM CLR 33/18 A2992 RMK AO2 PK WND 20028/2114 SLP121 T03280183
SUX,2005-09-11 22:52,-96.3795,42.3917,89.96,64.94,43.67,170.00,16.00,M,29.92,1012.10,10.00,23.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,91.92,METAR KSUX 112252Z 17016G23KT 10SM CLR 32/18 A2992 RMK AO2 SLP121 T03220183
SUX,2005-09-11 23:52,-96.3795,42.3917,87.08,66.92,51.24,180.00,12.00,M,29.91,1012.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,89.95,METAR KSUX 112352Z 18012KT 10SM CLR 31/19 A2991 RMK AO2 SLP120 T03060194 10344 20306 56006
SUX,2005-09-12 00:52,-96.3795,42.3917,84.92,69.08,59.13,170.00,11.00,M,29.92,1012.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,88.84,METAR KSUX 120052Z 17011KT 10SM CLR 29/21 A2992 RMK AO2 SLP122 T02940206
SUX,2005-09-12 01:52,-96.3795,42.3917,82.94,69.98,65.00,170.00,10.00,M,29.93,1012.50,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,86.99,METAR KSUX 120152Z 17010KT 10SM CLR 28/21 A2993 RMK AO2 SLP125 T02830211
SUX,2005-09-12 02:52,-96.3795,42.3917,80.06,69.98,71.39,150.00,7.00,M,29.94,1013.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,83.22,METAR KSUX 120252Z 15007KT 10SM CLR 27/21 A2994 RMK AO2 SLP130 T02670211 53009
SUX,2005-09-12 03:52,-96.3795,42.3917,80.06,69.98,71.39,150.00,8.00,M,29.95,1013.20,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,83.22,METAR KSUX 120352Z 15008KT 9SM CLR 27/21 A2995 RMK AO2 SLP132 T02670211
SUX,2005-09-12 04:52,-96.3795,42.3917,80.60,69.80,69.71,160.00,11.00,M,29.94,M,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,83.90,METAR KSUX 120452Z AUTO 16011KT 9SM CLR 27/21 A2994
SUX,2005-09-12 05:52,-96.3795,42.3917,78.98,69.98,73.97,170.00,8.00,M,29.94,1012.80,8.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,78.98,METAR KSUX 120552Z AUTO 17008KT 8SM CLR 26/21 A2994 RMK AO2 SLP128 T02610211 10311 20261 403440211 58001
SUX,2005-09-12 06:52,-96.3795,42.3917,78.98,73.04,82.06,170.00,11.00,M,29.93,1012.40,9.00,M,FEW,   ,   ,M,10000.00,M,M,M,M,M,M,M,M,M,M,78.98,METAR KSUX 120652Z AUTO 17011KT 9SM FEW100 26/23 A2993 RMK AO2 SLP124 T02610228
SUX,2005-09-12 07:52,-96.3795,42.3917,78.98,71.06,76.74,170.00,10.00,M,29.92,1011.90,10.00,M,FEW,   ,   ,M,10000.00,M,M,M,M,M,M,M,M,M,M,78.98,METAR KSUX 120752Z AUTO 17010KT 10SM FEW100 26/22 A2992 RMK AO2 SLP119 T02610217
SUX,2005-09-12 08:52,-96.3795,42.3917,80.06,71.96,76.36,180.00,14.00,M,29.91,1011.80,10.00,19.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,83.87,METAR KSUX 120852Z AUTO 18014G19KT 10SM CLR 27/22 A2991 RMK AO2 SLP118 T02670222 56008
SUX,2005-09-12 09:52,-96.3795,42.3917,78.08,71.96,81.50,180.00,11.00,M,29.91,1011.70,10.00,M,BKN,BKN,   ,M,6000.00,11000.00,M,M,-RA,M,M,M,M,M,M,78.08,METAR KSUX 120952Z AUTO 18011KT 10SM -RA BKN060 BKN110 26/22 A2991 RMK AO2 LTG DSNT SW AND W RAB47 SLP117 P0000 T02560222
SUX,2005-09-12 10:52,-96.3795,42.3917,75.92,71.96,87.55,180.00,6.00,M,29.92,1012.20,10.00,M,BKN,   ,   ,M,1800.00,M,M,M,M,M,M,M,M,M,M,75.92,METAR KSUX 121052Z AUTO 18006KT 10SM BKN018 24/22 A2992 RMK AO2 LTG DSNT W AND NW RAE30 SLP122 P0000 T02440222
SUX,2005-09-12 11:52,-96.3795,42.3917,75.92,71.96,87.55,200.00,5.00,M,29.92,1012.20,10.00,M,OVC,   ,   ,M,1600.00,M,M,M,M,M,M,M,M,M,M,75.92,METAR KSUX 121152Z 20005KT 10SM OVC016 24/22 A2992 RMK AO2 SLP122 60000 T02440222 10267 20244 53003
SUX,2005-09-12 12:52,-96.3795,42.3917,75.92,71.96,87.55,190.00,8.00,M,29.90,1011.60,10.00,M,FEW,   ,   ,M,11000.00,M,M,M,M,M,M,M,M,M,M,75.92,METAR KSUX 121252Z 19008KT 10SM FEW110 24/22 A2990 RMK AO2 SLP116 T02440222
SUX,2005-09-12 13:52,-96.3795,42.3917,75.02,71.96,90.22,160.00,7.00,M,29.90,1011.60,10.00,M,FEW,SCT,OVC,M,1700.00,8500.00,11000.00,M,M,M,M,M,M,M,M,75.02,METAR KSUX 121352Z 16007KT 10SM FEW017 SCT085 OVC110 24/22 A2990 RMK AO2 SLP116 T02390222
SUX,2005-09-12 14:52,-96.3795,42.3917,78.98,73.04,82.06,170.00,11.00,M,29.90,1011.60,10.00,M,BKN,   ,   ,M,1600.00,M,M,M,M,M,M,M,M,M,M,78.98,METAR KSUX 121452Z 17011KT 10SM BKN016 26/23 A2990 RMK AO2 SLP116 T02610228 55000
SUX,2005-09-12 15:52,-96.3795,42.3917,78.98,71.96,79.12,170.00,10.00,M,29.88,1010.90,10.00,18.00,BKN,   ,   ,M,1800.00,M,M,M,M,M,M,M,M,M,M,78.98,METAR KSUX 121552Z 17010G18KT 10SM BKN018 26/22 A2988 RMK AO2 SLP109 T02610222
SUX,2005-09-12 16:52,-96.3795,42.3917,82.94,71.96,69.53,190.00,10.00,M,29.87,1010.30,10.00,18.00,SCT,BKN,   ,M,2400.00,3000.00,M,M,M,M,M,M,M,M,M,88.14,METAR KSUX 121652Z 19010G18KT 10SM SCT024 BKN030 28/22 A2987 RMK AO2 SLP103 T02830222
SUX,2005-09-12 17:52,-96.3795,42.3917,82.94,71.06,67.44,170.00,11.00,M,29.84,1009.60,10.00,M,OVC,   ,   ,M,3100.00,M,M,M,M,M,M,M,M,M,M,87.60,METAR KSUX 121752Z 17011KT 10SM OVC031 28/22 A2984 RMK AO2 SLP096 T02830217 10289 20239 58019
SUX,2005-09-12 18:52,-96.3795,42.3917,84.92,71.96,65.23,180.00,12.00,M,29.82,1008.70,10.00,M,OVC,   ,   ,M,3700.00,M,M,M,M,M,M,M,M,M,M,90.81,METAR KSUX 121852Z 18012KT 10SM OVC037 29/22 A2982 RMK AO2 SLP087 T02940222
SUX,2005-09-12 19:52,-96.3795,42.3917,86.00,71.96,63.01,160.00,14.00,M,29.78,1007.50,10.00,18.00,SCT,OVC,   ,M,3800.00,4800.00,M,M,M,M,M,M,M,M,M,92.21,METAR KSUX 121952Z 16014G18KT 10SM SCT038 OVC048 30/22 A2978 RMK AO2 SLP075 T03000222
SUX,2005-09-12 20:52,-96.3795,42.3917,91.04,73.04,55.72,180.00,13.00,M,29.74,1006.00,10.00,22.00,FEW,SCT,   ,M,4300.00,6500.00,M,M,M,M,M,M,M,M,M,99.66,METAR KSUX 122052Z 18013G22KT 10SM FEW043 SCT065 33/23 A2974 RMK AO2 SLP060 T03280228 58033
SUX,2005-09-12 21:52,-96.3795,42.3917,89.96,71.96,55.58,190.00,16.00,M,29.72,1005.40,10.00,M,BKN,   ,   ,M,5500.00,M,M,M,M,M,M,M,M,M,M,97.20,METAR KSUX 122152Z 19016KT 10SM BKN055 32/22 A2972 RMK AO2 SLP054 T03220222
SUX,2005-09-12 22:52,-96.3795,42.3917,89.96,71.96,55.58,180.00,16.00,M,29.70,1004.70,10.00,M,FEW,SCT,   ,M,5500.00,7000.00,M,M,M,M,M,M,M,M,M,97.20,METAR KSUX 122252Z 18016KT 10SM FEW055 SCT070 32/22 A2970 RMK AO2 SLP047 T03220222
SUX,2005-09-12 23:52,-96.3795,42.3917,89.96,71.06,53.91,180.00,11.00,M,29.69,1004.40,10.00,19.00,BKN,BKN,   ,M,6500.00,8000.00,M,M,M,M,M,M,M,M,M,96.36,METAR KSUX 122352Z 18011G19KT 10SM BKN065 BKN080 32/22 A2969 RMK AO2 SLP044 T03220217 10333 20283 56017
SUX,2005-09-13 00:52,-96.3795,42.3917,87.08,71.06,59.05,190.00,14.00,M,29.69,1004.40,10.00,20.00,FEW,   ,   ,M,6500.00,M,M,M,M,M,M,M,M,M,M,92.84,METAR KSUX 130052Z 19014G20KT 10SM FEW065 31/22 A2969 RMK AO2 SLP044 T03060217
SUX,2005-09-13 01:52,-96.3795,42.3917,84.92,71.06,63.27,190.00,13.00,M,29.70,1004.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,90.15,METAR KSUX 130152Z 19013KT 10SM CLR 29/22 A2970 RMK AO2 SLP047 T02940217
SUX,2005-09-13 02:52,-96.3795,42.3917,84.02,71.06,65.13,180.00,15.00,M,29.69,1004.30,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,89.01,METAR KSUX 130252Z 18015KT 10SM CLR 29/22 A2969 RMK AO2 SLP043 T02890217 58001
SUX,2005-09-13 03:52,-96.3795,42.3917,82.94,71.06,67.44,190.00,14.00,M,29.69,1004.40,10.00,19.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,87.60,METAR KSUX 130352Z 19014G19KT 10SM CLR 28/22 A2969 RMK AO2 LTG DSNT N TSB18E33B34E49 SLP044 T02830217
